OBJECTID,WD21CD,WD21NM,WD21NMW,BNG_E,BNG_N,LONG,LAT,GlobalID,SHAPE_Length,SHAPE_Area
188,E05000277,St Ann's, ,532437,188747,-0.089939997,51.582031,{C9422B42-DB38-4C9D-A9A7-3682ACBCCB84},5396.893157,1093801.287
189,E05000278,Seven Sisters, ,533559,188427,-0.073880002,51.578892,{202288CA-7D20-4510-9279-BA2ABCD13234},6949.881439,1294394.989
190,E05000279,Stroud Green, ,530913,188014,-0.1122,51.575802,{C3C6ECF2-D770-413E-91D0-AD04F85D7B41},5308.572217,1093775.882
191,E05000280,Tottenham Green, ,533648,189087,-0.072350003,51.584801,{2D0FF20A-E7B8-40F2-99D8-1B51E42A7288},5602.294868,1359647.448
192,E05000281,Tottenham Hale, ,534521,189772,-0.059489999,51.59074,{37964455-3C22-4018-80CE-12DE0254BC04},7452.639141,1913413.942
193,E05000282,West Green, ,532322,189860,-0.091179997,51.59206,{B1166364-3919-4D4D-B5B6-619C7F2D88E6},5315.281837,1399138.942
194,E05000283,White Hart Lane, ,532755,191140,-0.084449999,51.603458,{FF4E2AB2-F9FB-414E-A3C4-2F6B7291E0AB},6211.733515,1698734.092
195,E05000284,Woodside, ,531516,190985,-0.10239,51.602348,{3E29665F-7DCC-4127-9921-B4D5B53FBDF2},6021.823429,1496519.466
196,E05000285,Belmont, ,516977,190886,-0.31224999,51.604671,{9AD51880-7F5B-4F9A-A1CF-7369B2D36524},7789.890021,1777020.76
197,E05000286,Canons, ,517364,193105,-0.30592,51.624531,{DA997ECB-9D56-47B8-A0B0-E1EB221629E7},12840.28953,5625284.253
198,E05000287,Edgware, ,519251,190752,-0.27948001,51.602989,{1BB4ACC7-D915-4765-B033-174265D5007E},5729.160925,1399545.954
199,E05000288,Greenhill, ,515788,188408,-0.33023,51.582642,{09B96C5B-F3C3-4C01-B3E7-F01B0C891D23},7345.077703,1747962.252
200,E05000289,Harrow on the Hill, ,515117,186510,-0.34053001,51.56572,{65F67EE8-B526-4268-8AB8-7AD646BD645B},9688.38937,3571425.982
201,E05000290,Harrow Weald, ,514533,191919,-0.34718999,51.61446,{24EC6BF6-8A17-4653-9CF6-FFCF71B690D4},11854.4669,4589699.241
202,E05000291,Hatch End, ,512921,191417,-0.37062001,51.610271,{8A7FD291-40E4-420D-8823-98066D93E9F4},9829.795278,3278671.272
203,E05000292,Headstone North, ,513617,190017,-0.36103001,51.597549,{52B6D6A1-CA18-4E65-AA33-8AD138B98911},10519.03513,3296329.919
204,E05000293,Headstone South, ,514234,188930,-0.35247999,51.58765,{FE9DC7E1-20BB-4197-B069-B921FE94A21B},6269.598971,1467625.306
205,E05000294,Kenton East, ,518376,189313,-0.29258999,51.59024,{7751CE22-A173-48B5-AE12-DD033CE50B4F},5898.00667,1277705.519
206,E05000295,Kenton West, ,516718,189382,-0.31648999,51.591209,{DA78910A-49A7-410D-8126-A7DCD013FD84},6950.162343,1768476.52
207,E05000296,Marlborough, ,515460,189535,-0.33458999,51.592838,{476B2638-822D-4CF3-9A20-3EB934E06916},7757.702302,1646606.025
208,E05000297,Pinner, ,511545,190587,-0.39074999,51.603081,{B6C0D4A8-41F5-43AC-83F8-92696A9C7BD5},10720.14143,3276744.586
209,E05000298,Pinner South, ,511946,188425,-0.38565001,51.583569,{51793F57-867B-48EF-A1B1-C57DEF836258},8291.104198,2348054.379
210,E05000299,Queensbury, ,518098,190294,-0.29627001,51.59911,{A668650F-9FFF-4BE5-A2DA-76A61E7B1BEF},8501.94601,1614603.977
211,E05000300,Rayners Lane, ,512678,187662,-0.37534001,51.576569,{86C5CD32-422E-4E53-8859-7C1CA4B7CA6A},7059.16413,1527999.996
212,E05000301,Roxbourne, ,513439,186514,-0.36473,51.566101,{CA790CAB-4633-4BCB-A351-2E2B3E13CABF},7143.884925,1505451.945
213,E05000302,Roxeth, ,513571,185740,-0.36307999,51.559109,{5EF2F2DC-4FFF-4361-B0CF-5E7F87826088},6450.594916,1575165.823
214,E05000303,Stanmore Park, ,516121,192156,-0.32418999,51.616261,{76C8280E-4DBF-4C47-86B6-5310D13202E0},10694.92728,4459267.321
215,E05000304,Wealdstone, ,515202,190225,-0.33809,51.599091,{94461CD8-A8A2-4F9B-93DA-528F01C91B1F},5728.751082,1195978.041
216,E05000305,West Harrow, ,514018,187733,-0.35598001,51.576939,{7E8B7862-3A05-4609-81FC-744BE9D17971},6581.064813,1514651.323
217,E05000306,Brooklands, ,550276,188279,0.16713101,51.573349,{F4C38D1D-9508-463A-87FC-8D0E4340BE7A},10973.3128,4203211.808
218,E05000307,Cranham, ,557231,188611,0.26755899,51.57444,{EA9A0DF7-C783-4582-B400-F90373D3A862},14168.67603,6555070.192
219,E05000308,Elm Park, ,552366,185008,0.195851,51.5434,{26780148-BC06-4415-A455-C3D98E1E5582},10727.15778,3665983.611
220,E05000309,Emerson Park, ,554963,188650,0.234874,51.57542,{B2651229-FBA3-4483-8D9A-AC8A37680A9E},14016.38399,4642409.35
221,E05000310,Gooshays, ,554454,193213,0.229541,51.61655,{213E7140-5C3B-4A33-A2E9-E5AC16E09189},15759.10049,7758960.26
222,E05000311,Hacton, ,553932,185873,0.218793,51.550751,{1555D2F5-CA8C-4C3E-B878-8E038FAF9399},8153.294117,2465417.084
223,E05000312,Harold Wood, ,555514,190681,0.243717,51.59351,{257656AB-C70D-43F8-B1CF-F161D7DBFFC2},16402.69178,7589719.206
224,E05000313,Havering Park, ,550821,192588,0.17684101,51.611919,{8F093585-402C-49BD-9156-46C9A9AE159E},15574.86535,9784669.369
225,E05000314,Heaton, ,552987,191694,0.207707,51.60331,{92CC33E3-BC53-492A-A4D0-ABC3FBE5B2D6},11227.43451,3415656.044
226,E05000315,Hylands, ,552411,187245,0.197468,51.563492,{182760B6-B4C7-46DF-B531-AC1C766CF8A2},7750.961757,2898640.659
227,E05000316,Mawneys, ,549814,190223,0.16129901,51.590939,{20462742-3A46-46E9-BC0A-C8850ED80504},9256.538811,3041244.964
228,E05000317,Pettits, ,551723,190487,0.188949,51.5928,{BA00B3ED-B622-461B-94B8-6AEF6A1A3E8E},10645.06706,3954582.394
229,E05000318,Rainham and Wennington, ,553466,181407,0.210135,51.51075,{1D8A8E5C-BC31-4D03-9C71-6376E5928587},19918.41674,15329436.65
230,E05000319,Romford Town, ,551678,188724,0.187538,51.576981,{8DAE1EF0-7F5A-4C26-BBEE-5A224EE529F8},10467.9941,2864699.432
231,E05000320,St Andrew's, ,554297,186889,0.224499,51.55978,{7E61A810-C219-4224-9C35-80ED30110940},8825.647358,2677112.883
232,E05000321,South Hornchurch, ,551262,182641,0.178928,51.52243,{1819E1A8-69E0-436B-8502-C264A09A2BDD},12930.88672,6307968.559
233,E05000322,Squirrel's Heath, ,553615,189464,0.215792,51.583099,{2C79D367-9EEC-466A-851B-F2BADEBE9123},9100.104497,2651478.199
234,E05000323,Upminster, ,557943,185012,0.27621001,51.541908,{F1B5F7E5-2F52-4D0F-B2A1-8D6E27DD6DAA},26134.22611,22537297.58
235,E05000324,Barnhill, ,510497,181987,-0.40858001,51.52599,{478DA40E-36BE-4C14-9ECB-43B0C17CF9A3},6754.916697,2117923.006
236,E05000325,Botwell, ,509047,180623,-0.42989001,51.514011,{C41B3AB5-0EE0-42A9-8CDF-5CF894EA5178},11207.24849,4363334.449
237,E05000326,Brunel, ,507000,182115,-0.45892999,51.527821,{3F458A03-3440-4437-A2E2-7187A7D719B1},11190.43365,3276876.267
238,E05000327,Cavendish, ,511187,186762,-0.39713001,51.568771,{B862DF96-E3FF-4627-A227-F3ACC8EE3B0A},6535.59652,2009301.565
239,E05000328,Charville, ,509253,182706,-0.42627999,51.5327,{05A47CA5-0CEE-4FEA-89C4-8C76879B1B1E},7958.938487,2974119.857
240,E05000329,Eastcote and East Ruislip, ,510109,188450,-0.41215,51.58416,{1BA231A1-EBA5-4740-891D-A188BD3E7D03},11685.67883,4064334.991
241,E05000330,Harefield, ,506012,189747,-0.47086999,51.5966,{A645E0D4-2029-44D3-83DB-58BEDB9D58CD},20686.27398,15227012.56
242,E05000331,Heathrow Villages, ,507066,176575,-0.45965999,51.478008,{CDC807F7-2C10-41BA-A9B1-1FC388F38462},22348.40057,23522971.59
243,E05000332,Hillingdon East, ,508299,183518,-0.43978,51.54018,{F625E18D-265B-40B3-BE1E-E5BC745F9044},10606.12384,3598132.981
244,E05000333,Ickenham, ,506720,186158,-0.46173999,51.564209,{D259D2B2-1A57-4C3E-9794-3A552121CC67},11710.05571,6204433.64
245,E05000334,Manor, ,509924,186852,-0.41532001,51.569832,{7DC713D7-F9C8-42C3-81EA-28E2661FAD4B},6581.257369,1974135.471
246,E05000335,Northwood, ,508323,190763,-0.43720001,51.605289,{BCA3A9E1-2E40-4467-9B82-F30CB14A9FB7},13547.03783,7397926.812
247,E05000336,Northwood Hills, ,510181,190309,-0.41053,51.600849,{EB2A7233-718C-46D1-A3F9-7F499D7EEB0F},10730.83265,3328182.281
248,E05000337,Pinkwell, ,508738,178975,-0.43485001,51.49926,{D541EDCE-E652-43DF-A853-4A6F5D006FEC},7589.47809,2749338.156
249,E05000338,South Ruislip, ,510648,185277,-0.40537,51.555531,{53589388-0A2C-42B3-8216-ECF261C2228E},16502.63495,7421657.437
250,E05000339,Townfield, ,510502,180133,-0.40909001,51.509331,{C9F474DB-7BFE-4C67-9E6B-DD26845EFFFB},8518.908911,3498415.522
251,E05000340,Uxbridge North, ,506411,184210,-0.46678001,51.546761,{D380947A-33CC-4405-B6A8-10C15551C671},9899.173798,4641163.132
252,E05000341,Uxbridge South, ,505228,182845,-0.48424,51.53471,{BB7BDEB5-E246-4472-A358-11B011A3C9B2},10070.54023,3114475.208
253,E05000342,West Drayton, ,505843,179232,-0.47646999,51.502121,{3E415709-DC10-4836-8BDF-B77974ABCCB4},10275.92506,3490748.255
254,E05000343,West Ruislip, ,508460,187549,-0.43621999,51.576382,{6DA2688E-BEBB-4160-B6A5-E56F1E087D17},13083.56199,4387403.563
255,E05000344,Yeading, ,511898,181627,-0.38850999,51.52248,{89D53B60-BBB7-42E9-843E-F8E28E2CD0EF},6597.784251,2319963.759
256,E05000345,Yiewsley, ,506757,180915,-0.46279001,51.517078,{8AF77F9B-45DA-449B-AEB1-BAF5B875137A},10676.65352,4022509.336
257,E05000346,Bedfont, ,508369,173749,-0.44176999,51.452358,{F7173263-0868-4CCB-8B3C-9E9305A086F8},12315.21917,4447529.155
258,E05000347,Brentford, ,518290,178487,-0.29747,51.492962,{D0ED73B5-42F5-49FF-BC5D-35635B8FBC08},11858.74565,3150378.891
259,E05000348,Chiswick Homefields, ,521144,176825,-0.25694999,51.477421,{CD8BDEC1-18DD-446E-8FAA-6AA93189A52F},10133.04205,2037434.226
260,E05000349,Chiswick Riverside, ,520109,177304,-0.27168,51.481941,{7AFF8FB1-252A-436B-9187-F9C8C00F585D},6854.349012,1922606.58
261,E05000350,Cranford, ,510888,176186,-0.40476999,51.473782,{115F46BE-EA3E-4150-B079-F83328E9B82D},9518.110571,2723958.09
262,E05000351,Feltham North, ,510654,174417,-0.40869001,51.45792,{1DE45CE4-9CF1-4211-A230-DB25584875CA},8828.555314,3385256.39
263,E05000352,Feltham West, ,509176,172401,-0.43057001,51.44009,{4C877DD2-603E-4277-A481-8CB294C1E38C},9478.692687,3181054.09
264,E05000353,Hanworth, ,511816,171122,-0.39300999,51.428082,{6988602F-C15C-4833-AAC9-BDE608EBDA77},12265.72732,3234682.433
265,E05000354,Hanworth Park, ,511028,172421,-0.40393001,51.439911,{BF6C4296-8EBC-4101-9D69-682CA9D0F67A},8472.348299,3661933.513
266,E05000355,Heston Central, ,512435,176640,-0.38236001,51.477551,{64062684-4E70-4A8C-817B-EE9F6B4FD185},7201.463357,1684782.112
267,E05000356,Heston East, ,513221,177431,-0.37079,51.484501,{656B5928-9844-4F85-83C0-2D11BE1DE35E},12343.53188,2059579.308
268,E05000357,Heston West, ,511443,177592,-0.39634001,51.486301,{EAB3BDC4-7DD0-4030-97B3-5F5F6C47EF06},8444.215199,3825207.942
269,E05000358,Hounslow Central, ,514227,175818,-0.35683,51.469799,{C89DD1A4-6AC1-4FE1-8648-E3FBF6EA7708},5735.031124,1733934.125
270,E05000359,Hounslow Heath, ,512321,174536,-0.38466999,51.45866,{144D8264-395A-4D06-8F57-9C63755E7FD2},7636.120167,2781391.748
271,E05000360,Hounslow South, ,514848,175341,-0.34805,51.465389,{162EFAF6-6C01-4CD8-8933-C99CCFE0F5A1},7044.758873,1790523.684
272,E05000361,Hounslow West, ,512567,175570,-0.38080001,51.467911,{7EE8A61A-B6F0-48FD-BBF7-6E1DE84F9174},6490.068129,1620144.964
273,E05000362,Isleworth, ,516093,175253,-0.33015999,51.464352,{9AE1C482-ADEF-4CDE-BBB4-1426EE313CAF},9130.17143,1962433.844
274,E05000363,Osterley and Spring Grove, ,515208,177596,-0.34213001,51.485592,{F7D40632-3C5C-4FC7-AEC5-E7B26CAF805B},12272.77671,6273187.161
275,E05000364,Syon, ,517093,177049,-0.31518,51.480282,{D8EF0A95-E981-4B75-A13A-5BE9345AD4EE},13174.17192,2715246.699
276,E05000365,Turnham Green, ,519679,178753,-0.27737999,51.49506,{1183D91B-CDE8-4B9A-9599-73BF10F450DF},7232.460678,1771603.604
277,E05000366,Barnsbury, ,531071,183811,-0.11149,51.537991,{9B6C4119-65E6-49A7-9D64-71401C94C97A},4345.286216,830100.8615
278,E05000367,Bunhill, ,532280,182438,-0.094580002,51.525372,{4AEABE6E-FFCE-4761-AEF3-343E52870458},6482.371169,1082436.648
279,E05000368,Caledonian, ,530558,183901,-0.11884,51.538921,{1FF317BF-64EE-4563-BA53-5DB9F702EB21},5271.436872,1136240.134
280,E05000369,Canonbury, ,532446,184330,-0.091480002,51.542332,{FC74F28D-EDCD-4084-A908-81CAC48B826C},3843.753305,807785.8358
281,E05000370,Clerkenwell, ,531203,182644,-0.11002,51.52747,{B823D440-187D-48B8-8F86-854D9D952A03},5293.264485,932785.7868
282,E05000371,Finsbury Park, ,530812,186416,-0.11425,51.561459,{EF2896BF-FED4-4C54-811C-B7A7B1F01425},4690.022076,916217.1054
283,E05000372,Highbury East, ,531832,185104,-0.10003,51.549431,{33FBC7C3-177F-474E-BAB9-AC07D8464C70},5336.233089,1007270.072
284,E05000373,Highbury West, ,531299,185856,-0.10744,51.556309,{FEF6B81B-8C1E-485D-A270-46C505205F33},4897.695961,1082883.36
285,E05000374,Hillrise, ,529640,187393,-0.13079,51.570511,{D8BAE1A8-FC90-48E1-BC6D-335333E8E46A},4482.864211,823985.805
286,E05000375,Holloway, ,530487,185379,-0.11932,51.552219,{6B4F7724-CA39-4B5E-A1B9-F446B9E99901},4399.537287,1007708.513
287,E05000376,Junction, ,529423,186419,-0.13427,51.56181,{8F70A506-8BF4-43E5-9D2B-A4DE765A1FEB},4859.788576,1027443.888
288,E05000377,Mildmay, ,532770,185225,-0.08647,51.550301,{D57C7662-C687-48B6-A4AB-F953B7EB3603},4487.403013,829006.8044
289,E05000378,St George's, ,529755,185733,-0.12974,51.555569,{E385A6C9-A262-4A10-9933-BCE06A46FE1F},4372.216228,848048.1099
290,E05000379,St Mary's, ,531543,184121,-0.10457,51.540668,{01F64594-9D7A-4DA7-AEF4-BF1DBC6024CC},5253.856765,868306.5795
291,E05000380,St Peter's, ,532042,183547,-0.097589999,51.535389,{4BCD938C-5413-43A1-B20C-1088EB9538A9},4273.586678,809199.3508
292,E05000381,Tollington, ,530411,187047,-0.1198,51.567219,{03037B1F-032B-44B0-99B0-8B8B3FA14983},4582.475609,848622.8653
293,E05000400,Alexandra, ,520047,166637,-0.27618,51.386089,{48250CB8-98CA-43BF-BB3A-2147EF0E4FFE},7364.831548,2685017.328
294,E05000401,Berrylands, ,518942,167293,-0.29183999,51.392208,{E65AA277-E006-41B7-9DD9-E0C5BEB6D087},5874.872383,1453888.837
295,E05000402,Beverley, ,521765,168663,-0.25081,51.403931,{EE6D51BE-7048-458E-8D0A-4BA32AE00974},8023.161051,1877536.349
296,E05000403,Canbury, ,518594,170117,-0.29589,51.417671,{01337575-5D1C-442B-881D-6854A5CF9A82},5447.518833,1239881.121
297,E05000404,Chessington North and Hook, ,517881,164742,-0.30792001,51.369511,{430E63E9-4793-4CD4-A413-3048747D098F},7364.137525,1929800.086
298,E05000405,Chessington South, ,517928,162408,-0.30802,51.348518,{39554350-8E95-4663-AD97-4D6D35012F36},13255.58365,7551783.432
299,E05000406,Coombe Hill, ,520621,170839,-0.26651001,51.423729,{6BE0B120-22CD-43EA-8ABF-4AFA80337201},11288.51204,4422244.226
300,E05000407,Coombe Vale, ,520476,169259,-0.26912999,51.409561,{4FC240CA-1181-4981-A40A-4BDF0A3D02B6},5304.576987,1647121.069
301,E05000408,Grove, ,518272,168634,-0.30102,51.404411,{2881D5DE-6B17-4454-954B-6421E27AEF34},8236.11922,1919159.347
302,E05000409,Norbiton, ,519406,168947,-0.28461999,51.406979,{C1E75022-9DC1-462A-AFDA-67745DC1F193},5310.650531,1347123.578
303,E05000410,Old Malden, ,521536,166612,-0.25479999,51.38554,{9383460C-886B-499D-BFEF-9B1DE1828443},7252.450089,1803695.005
304,E05000411,St James, ,521382,167395,-0.25674999,51.392609,{D4B81B1C-9335-4AC6-A622-BAD4C52B5734},7716.17007,2165304.705
305,E05000412,St Mark's, ,517844,167545,-0.30752999,51.394711,{E7BF70AE-358E-4A21-AC8A-22A0CFED1369},6921.760164,1375525.405
306,E05000413,Surbiton Hill, ,518376,166571,-0.30021,51.385841,{A23C13C2-5F1E-4844-AD83-5C7F27D9ADE4},6067.521575,1664833.052
307,E05000414,Tolworth and Hook Rise, ,519013,165300,-0.29148,51.37429,{B2CEFE73-B44F-485B-A367-A045BBEC0C57},8081.145258,2594672.886
308,E05000415,Tudor, ,518259,170805,-0.30048001,51.42392,{2384F749-6715-464A-A6EC-85186BE607DB},7983.492733,1581830.551
309,E05000416,Bishop's, ,531036,179675,-0.11353,51.500832,{B3D67843-1871-4922-A5AA-B77A83A84467},5394.426196,1241933.527
310,E05000417,Brixton Hill, ,530487,174260,-0.12343,51.45229,{6CE85467-EE59-4B47-AA32-55FD36FB6F13},5531.915447,1131230.78
311,E05000418,Clapham Common, ,529420,174624,-0.13864,51.455811,{D0E2DD77-27B3-48A6-808C-69ACF973D983},4803.974211,1339083.796
312,E05000419,Clapham Town, ,529179,175718,-0.14171,51.465691,{801986D6-9C21-4148-9005-8254F1B2672E},4845.77058,1118367.544
313,E05000420,Coldharbour, ,531478,175651,-0.10866,51.464561,{61981709-9A0E-417F-8AE9-403ED2976EE0},4854.902159,1208056.841
314,E05000421,Ferndale, ,530864,175676,-0.11748,51.464931,{E8D99D5E-E5C0-4B0D-BA2C-37B17688A4B7},5336.30132,850729.7085
315,E05000422,Gipsy Hill, ,532816,171710,-0.090889998,51.428829,{1ABCE931-F3EB-4578-B658-4157FAE83E31},6055.403192,1568505.202
316,E05000423,Herne Hill, ,531952,175062,-0.10206,51.45916,{CC81F274-CA21-4D78-91EB-F14303DE0D31},8479.239405,2026510.9
317,E05000424,Knight's Hill, ,531666,171709,-0.10742,51.429089,{CD161A9B-6CC0-454E-A334-4C69D87FC327},5740.749231,1469880.969
318,E05000425,Larkhall, ,530066,176160,-0.12879001,51.46946,{AAEEFB23-6FD5-4A26-A01C-A4AB7E5C49DD},5305.339884,1061733.687
319,E05000426,Oval, ,530878,177660,-0.11655,51.482761,{2A12D0F8-76C5-4C85-B95A-735B9F2D8D7B},6370.272014,1242877.474
320,E05000427,Prince's, ,531055,178473,-0.1137,51.490021,{8C62FBE1-4193-4EA2-8A0E-91F3106BB966},5516.304704,1065382.635
321,E05000428,St Leonard's, ,529944,171692,-0.13218001,51.42934,{9B3FCC5B-3472-42BB-A634-45C81C45E09C},6871.836833,1444669.302
322,E05000429,Stockwell, ,530311,176636,-0.12509,51.473679,{97BB0EDB-1D92-4864-B2A8-098C2AB2F449},5417.072278,866469.3272
323,E05000430,Streatham Hill, ,530431,173054,-0.12468,51.441471,{5437A686-9DA9-400F-B951-FEC10B152411},5395.271504,1270377.302
324,E05000431,Streatham South, ,530011,170368,-0.13169999,51.417419,{597AA54F-BFEE-4AFC-A3FD-FABA89E13837},7182.033221,1699527.868
325,E05000432,Streatham Wells, ,530706,171771,-0.1212,51.429871,{05718535-78AD-4546-A529-622E3CBDEFBD},6534.422249,1449790.46
326,E05000433,Thornton, ,529595,173801,-0.13643,51.448372,{3F5F7166-CFEA-45C7-A5FE-58312AFBE429},4745.453991,1077790.505
327,E05000434,Thurlow Park, ,532081,173172,-0.10091,51.442139,{E871978F-1530-4C70-A51C-A5149D2E69F4},5708.982908,1513086.505
328,E05000435,Tulse Hill, ,531080,174027,-0.11499,51.450062,{0C5A1B6C-FFC3-4EF3-B6F0-643B5C80A1D6},5832.120082,1031947.949
329,E05000436,Vassall, ,531378,176885,-0.10964,51.475681,{9093556A-DDCC-4798-804E-1AC6EA14DE9F},4473.812966,1129062.247
330,E05000437,Bellingham, ,537448,172042,-0.02417,51.43071,{2C667211-9D72-4C71-8537-D95C23069293},10333.56194,3085811.195
331,E05000438,Blackheath, ,538956,175948,-0.00096,51.46545,{A3A10CC3-F230-4021-A52E-7688FBB72A2E},8838.49552,2317701.383
332,E05000439,Brockley, ,537010,176314,-0.028820001,51.469212,{B6D44224-A353-4A20-BB70-832A233AD452},5937.75707,1682345.428
333,E05000440,Catford South, ,538608,172997,-0.00712,51.439011,{6F8577BC-77C4-4045-A6AA-275BC93AD843},6664.927251,1866543.425
334,E05000441,Crofton Park, ,536395,174248,-0.038460001,51.45079,{229A0872-DDC0-47FB-8C2C-CC23853C3A54},6759.350982,1717214.747
335,E05000442,Downham, ,539004,171303,-0.00209,51.423691,{FD5322BB-089D-4C84-85F1-5BD939FE74AB},9079.233343,2381708.481
336,E05000443,Evelyn, ,536525,178155,-0.035080001,51.48587,{F46D9EEB-BF1D-45AA-9539-133294BB2219},6594.398182,1620874.521
337,E05000444,Forest Hill, ,534977,173026,-0.059319999,51.440151,{DA13233F-FEC0-4FED-B37C-4E0AEE6CC241},7008.045929,1828997.654
338,E05000445,Grove Park, ,540665,172591,0.022288,51.43486,{713AA79C-5980-448C-AEDE-B463C1B77689},10243.33063,2391682.186
339,E05000446,Ladywell, ,537158,175193,-0.02712,51.459099,{BD881776-26E8-434C-BC40-314A310A165E},6428.721886,1605987.503
340,E05000447,Lee Green, ,539528,174471,0.006682,51.45203,{C7D25941-D42D-4547-A2F2-06B9EE274DEE},6766.461891,1798057.424
341,E05000448,Lewisham Central, ,538501,174552,-0.00805,51.453011,{55131FE5-60D8-48B9-B282-0AE53ACD7D6E},9828.266834,2062264.591
342,E05000449,New Cross, ,535887,177612,-0.044470001,51.48114,{A8A099AF-515D-48EE-9060-06AE0A5C3B68},8402.256791,1795794.267
343,E05000450,Perry Vale, ,536103,172588,-0.043299999,51.43594,{549F2394-7578-40B1-93F1-8969B2841601},5525.766818,1684475.989
344,E05000451,Rushey Green, ,537714,173709,-0.0197,51.445629,{92D68D70-2F7A-42AA-BDF0-B89F90D45B9D},7671.510645,1785239.264
345,E05000452,Sydenham, ,535152,171698,-0.05731,51.428169,{4ED39BA4-03FC-4731-9B2D-32F7CC8477AF},7526.736643,1745979.238
346,E05000453,Telegraph Hill, ,535874,176220,-0.045200001,51.468639,{D5CD0396-4849-4553-AF39-A05FE711BA5B},6401.378835,1545410.24
347,E05000454,Whitefoot, ,539538,172643,0.006106,51.4356,{56E5347E-12EE-4D48-B978-7B1F3E29AA73},8678.281364,2230032.978
348,E05000455,Abbey, ,525861,169831,-0.19154,51.413528,{8C644CA9-6681-4448-A120-08A14F44D538},5368.240418,1393254.883
349,E05000456,Cannon Hill, ,524298,168461,-0.21449,51.401562,{E4A2FA29-AD20-47E4-9F76-B9BFD185B060},6634.590657,2223420.417
350,E05000457,Colliers Wood, ,527239,170365,-0.17155001,51.418018,{D3ED09A0-4753-446F-B75D-957009D87928},5804.550233,1110608.333
351,E05000458,Cricket Green, ,528056,167906,-0.16068999,51.395741,{E9F6A6EB-B9D2-4DF4-B16A-2614C6F37470},11435.25077,2996263.845
352,E05000459,Dundonald, ,524512,169841,-0.21093,51.413921,{2577D459-CCA1-4C77-87B5-3D2F5844AAAA},5774.237229,1151982.063
353,E05000460,Figge's Marsh, ,528248,169379,-0.1574,51.408939,{BA7F88C4-19DA-4F54-B700-B45267E30594},7102.769962,1141929.693
354,E05000461,Graveney, ,528652,170115,-0.15132999,51.415459,{3CB89F5A-29C0-4794-B14C-5E5A5F8CC989},5350.057005,882162.2324
355,E05000462,Hillside, ,524181,170518,-0.21545,51.420078,{CDA34684-CB2E-4D77-8592-7C5B544A32F6},6239.734784,1188981.092
356,E05000463,Lavender Fields, ,527163,169547,-0.17293,51.41069,{08D4A5D4-30E6-42A6-9343-8A738A252F4D},5553.027031,1179632.996
357,E05000464,Longthornton, ,529368,169379,-0.14131001,51.40868,{0A94133F-F6EB-416A-A165-EF3B7F15C052},7972.041418,1482890.193
358,E05000465,Lower Morden, ,523815,166983,-0.22194,51.38839,{D92DB769-AFF8-4CDF-8BB0-00F3DD749641},6614.029554,1801938.298
359,E05000466,Merton Park, ,525222,168997,-0.20102,51.406181,{F1498CDB-927D-42EA-9A8B-2106C0743841},6249.373814,1814168.755
