LSOA code,LSOA name,LONG__y,LAT_y,Anti-social behaviour
E01009441,Birmingham 021B,-1.75357,52.5243,27
E01009442,Birmingham 021C,-1.79305,52.5302,17
E01009443,Birmingham 021D,-1.78481,52.5308,25
E01009444,Birmingham 006D,-1.80535,52.5736,5
E01009445,Birmingham 005A,-1.78802,52.566,36
E01009446,Birmingham 005B,-1.79923,52.5699,16
E01009447,Birmingham 005C,-1.79649,52.5656,10
E01009448,Birmingham 005D,-1.78017,52.5666,9
E01009449,Birmingham 009A,-1.82829,52.5605,107
E01009450,Birmingham 012E,-1.77528,52.55,8
E01009451,Birmingham 009B,-1.81583,52.5595,29
E01009452,Birmingham 005E,-1.79501,52.5609,6
E01009453,Birmingham 009C,-1.81837,52.5542,3
E01009454,Birmingham 006E,-1.80879,52.5557,5
E01009455,Birmingham 005F,-1.79681,52.5573,20
E01009456,Birmingham 018C,-1.83447,52.5452,8
E01009457,Birmingham 015A,-1.81616,52.5461,1
E01009458,Birmingham 018D,-1.84342,52.543,9
E01009459,Birmingham 015B,-1.8297,52.5433,4
E01009460,Birmingham 018E,-1.83921,52.5388,10
E01009461,Birmingham 015C,-1.81592,52.538,4
E01009462,Birmingham 018F,-1.83168,52.5376,35
E01009463,Birmingham 015D,-1.82137,52.5394,4
E01009464,Birmingham 007B,-1.88274,52.5644,5
E01009465,Birmingham 007C,-1.8784,52.5601,11
E01009466,Birmingham 009D,-1.8321,52.5506,6
E01009467,Birmingham 007D,-1.87074,52.556,13
E01009468,Birmingham 004F,-1.84436,52.5549,6
E01009469,Birmingham 010B,-1.86174,52.5535,16
E01009470,Birmingham 010C,-1.84989,52.5534,4
E01009471,Birmingham 009E,-1.82468,52.5513,12
E01009472,Birmingham 010D,-1.85061,52.5463,3
E01009473,Birmingham 010E,-1.85771,52.5484,56
E01009474,Birmingham 010F,-1.84465,52.5476,15
E01009475,Birmingham 055A,-1.82673,52.4834,17
E01009476,Birmingham 055B,-1.83393,52.4832,64
E01009477,Birmingham 055C,-1.82257,52.4822,11
E01009478,Birmingham 048A,-1.83488,52.5015,86
E01009479,Birmingham 048B,-1.84886,52.4984,27
E01009480,Birmingham 044C,-1.83102,52.4985,8
E01009481,Birmingham 044D,-1.82401,52.495,44
E01009482,Birmingham 048C,-1.85589,52.4957,30
E01009483,Birmingham 051B,-1.85972,52.4936,31
E01009484,Birmingham 048D,-1.84863,52.4958,45
E01009485,Birmingham 048E,-1.84316,52.4927,9
E01009486,Birmingham 044E,-1.83297,52.4932,31
E01009487,Birmingham 044F,-1.82715,52.4908,20
E01009488,Birmingham 051C,-1.836,52.4899,38
E01009489,Birmingham 051D,-1.84998,52.4906,17
E01009490,Birmingham 055D,-1.82089,52.4896,20
E01009491,Birmingham 051E,-1.84478,52.4891,25
E01009492,Birmingham 055E,-1.82772,52.4876,23
E01009493,Birmingham 113D,-1.95902,52.4242,37
E01009494,Birmingham 109A,-1.96984,52.427,35
E01009495,Birmingham 106E,-1.98066,52.4272,6
E01009496,Birmingham 109B,-1.97032,52.421,5
E01009497,Birmingham 109C,-1.97388,52.4184,26
E01009498,Birmingham 119D,-1.97981,52.421,18
E01009499,Birmingham 119E,-1.97867,52.4131,29
E01009500,Birmingham 095E,-1.97271,52.443,58
E01009501,Birmingham 101B,-1.97011,52.4369,42
E01009502,Birmingham 101C,-1.97364,52.4368,25
E01009503,Birmingham 101D,-1.96455,52.4367,26
E01009504,Birmingham 109D,-1.96066,52.432,44
E01009505,Birmingham 101E,-1.97366,52.4295,22
E01009506,Birmingham 109E,-1.96318,52.4258,5
E01009507,Birmingham 056B,-1.81256,52.4824,29
E01009508,Birmingham 056C,-1.79956,52.4806,4
E01009509,Birmingham 056D,-1.81351,52.4807,38
E01009510,Birmingham 056E,-1.80442,52.4817,19
E01009511,Birmingham 054F,-1.79413,52.4801,24
E01009512,Birmingham 062A,-1.78417,52.4757,29
E01009513,Birmingham 066F,-1.81653,52.477,23
E01009514,Birmingham 062B,-1.78914,52.4764,9
E01009515,Birmingham 067C,-1.80715,52.4752,12
E01009516,Birmingham 062C,-1.7944,52.4753,26
E01009517,Birmingham 062D,-1.78931,52.4715,11
E01009518,Birmingham 067D,-1.80229,52.4723,10
E01009519,Birmingham 072C,-1.79523,52.469,4
E01009520,Birmingham 072D,-1.80138,52.4657,17
E01009521,Birmingham 067E,-1.80637,52.4661,11
E01009522,Coventry 014A,-1.53209,52.4238,11
E01009523,Coventry 010A,-1.57955,52.4385,4
E01009524,Coventry 006A,-1.53362,52.4408,18
E01009525,Coventry 006B,-1.52658,52.4384,5
E01009526,Coventry 010B,-1.54818,52.4322,36
E01009527,Coventry 006C,-1.52843,52.4344,20
E01009528,Coventry 010C,-1.56073,52.4343,17
E01009529,Coventry 014B,-1.52902,52.4302,6
E01009530,Coventry 014C,-1.53625,52.4296,8
E01009531,Coventry 010D,-1.56711,52.4247,21
E01009532,Coventry 033A,-1.44307,52.4,6
E01009535,Coventry 033B,-1.45176,52.3982,7
E01009536,Coventry 033C,-1.45562,52.4003,11
E01009537,Coventry 035C,-1.45234,52.3931,16
E01009538,Coventry 035D,-1.44319,52.3923,26
E01009539,Coventry 039A,-1.45452,52.3853,13
E01009540,Coventry 039B,-1.46726,52.3892,56
E01009541,Coventry 039C,-1.46468,52.3808,25
E01009542,Coventry 039D,-1.46827,52.3858,38
E01009543,Coventry 033D,-1.43636,52.3997,13
E01009544,Coventry 038A,-1.49168,52.388,16
E01009548,Coventry 031A,-1.50403,52.4002,36
E01009549,Coventry 037B,-1.51164,52.3966,5
E01009550,Coventry 037C,-1.50335,52.3968,13
E01009552,Coventry 037E,-1.50766,52.3908,15
E01009553,Coventry 031B,-1.52066,52.4029,61
E01009554,Coventry 034A,-1.53586,52.3991,6
E01009555,Coventry 034B,-1.54994,52.3961,4
E01009556,Coventry 034C,-1.53304,52.3965,19
E01009557,Coventry 034D,-1.53655,52.3922,5
E01009558,Coventry 034E,-1.52492,52.3995,5
E01009559,Coventry 034F,-1.52426,52.3926,6
E01009560,Coventry 040A,-1.51376,52.3886,6
E01009561,Coventry 040B,-1.50453,52.3818,17
E01009562,Coventry 040C,-1.49945,52.3853,8
E01009563,Coventry 040D,-1.51201,52.3828,4
E01009564,Coventry 005A,-1.49328,52.4382,47
E01009565,Coventry 009A,-1.49934,52.436,7
E01009566,Coventry 009B,-1.50445,52.4274,51
E01009567,Coventry 009C,-1.49414,52.4324,85
E01009568,Coventry 009D,-1.50129,52.432,27
E01009569,Coventry 015A,-1.49027,52.4291,32
E01009570,Coventry 015B,-1.49801,52.427,63
E01009571,Coventry 015C,-1.49045,52.4262,23
E01009572,Coventry 015D,-1.49547,52.4218,63
E01009573,Coventry 015E,-1.51048,52.4215,14
E01009574,Coventry 015F,-1.50606,52.4159,72
E01009575,Coventry 005B,-1.49578,52.4435,22
E01009576,Coventry 008A,-1.44958,52.4353,15
E01009577,Coventry 007A,-1.46342,52.4371,42
E01009578,Coventry 008B,-1.43787,52.4352,5
E01009579,Coventry 007B,-1.46395,52.433,48
E01009580,Coventry 019A,-1.43538,52.4211,38
E01009581,Coventry 007C,-1.4547,52.431,26
E01009582,Coventry 008C,-1.44401,52.4303,31
E01009583,Coventry 008D,-1.43884,52.4276,5
E01009584,Coventry 007D,-1.45566,52.4468,26
E01009585,Coventry 007E,-1.46557,52.4401,64
E01009586,Coventry 008E,-1.45516,52.4386,10
E01009587,Coventry 011A,-1.50951,52.4373,14
E01009588,Coventry 043A,-1.51286,52.4403,24
E01009589,Coventry 001A,-1.49423,52.4504,29
E01009590,Coventry 002A,-1.53592,52.4536,15
E01009591,Coventry 002B,-1.51934,52.4498,8
E01009592,Coventry 043B,-1.49999,52.4474,17
E01009593,Coventry 002C,-1.51551,52.4475,12
E01009594,Coventry 006D,-1.52906,52.4436,22
E01009596,Coventry 043C,-1.50055,52.4431,21
E01009597,Coventry 043D,-1.50657,52.4427,37
E01009598,Coventry 002D,-1.52006,52.4416,9
E01009599,Coventry 013A,-1.46928,52.43,15
E01009604,Coventry 004A,-1.47976,52.4443,33
E01009605,Coventry 004B,-1.47291,52.4432,32
E01009606,Coventry 005C,-1.48328,52.4405,13
E01009607,Coventry 004C,-1.47352,52.4362,99
E01009608,Coventry 004D,-1.47709,52.4387,8
E01009609,Coventry 005D,-1.4866,52.4334,16
E01009610,Coventry 004E,-1.47796,52.4322,19
E01009611,Coventry 035E,-1.46644,52.3988,21
E01009612,Coventry 035F,-1.47592,52.3963,13
E01009613,Coventry 018A,-1.46386,52.4122,2
E01009614,Coventry 021A,-1.46873,52.4114,5
E01009615,Coventry 027A,-1.47946,52.4088,73
E01009616,Coventry 027B,-1.47507,52.4093,15
E01009617,Coventry 027C,-1.47325,52.4067,6
E01009618,Coventry 027D,-1.46337,52.4071,7
E01009619,Coventry 038D,-1.48503,52.4011,43
E01009620,Coventry 027E,-1.47087,52.404,18
E01009621,Coventry 027F,-1.47791,52.4006,6
E01009622,Coventry 012A,-1.52423,52.4284,18
E01009623,Coventry 012B,-1.5208,52.4327,31
E01009624,Coventry 011B,-1.51614,52.431,75
E01009625,Coventry 011C,-1.5171,52.4243,14
E01009626,Coventry 011D,-1.5108,52.4305,14
E01009627,Coventry 012C,-1.52132,52.4242,19
E01009628,Coventry 012D,-1.52591,52.4214,21
E01009629,Coventry 020A,-1.51051,52.4191,26
E01009630,Coventry 020B,-1.51707,52.4178,9
E01009631,Coventry 020C,-1.5223,52.4155,20
E01009632,Coventry 020D,-1.5141,52.4139,46
E01009633,Coventry 028A,-1.49183,52.4007,21
E01009634,Coventry 028B,-1.49617,52.4,24
E01009635,Coventry 028C,-1.49578,52.4068,67
E01009636,Coventry 024A,-1.48974,52.4133,48
E01009637,Coventry 024B,-1.4994,52.4175,19
E01009638,Coventry 024C,-1.5018,52.4133,147
E01009639,Coventry 024D,-1.49582,52.4151,44
E01009640,Coventry 024E,-1.49093,52.4159,24
E01009641,Coventry 024F,-1.49724,52.4103,80
E01009642,Coventry 031C,-1.51165,52.408,385
E01009643,Coventry 017A,-1.54211,52.4157,6
E01009644,Coventry 017B,-1.54112,52.4194,3
E01009645,Coventry 014D,-1.53443,52.4191,7
E01009646,Coventry 022A,-1.55028,52.4166,8
E01009647,Coventry 017C,-1.52895,52.4137,47
E01009648,Coventry 017D,-1.53587,52.4136,13
E01009649,Coventry 026A,-1.5404,52.4111,5
E01009650,Coventry 020E,-1.52269,52.4107,17
E01009651,Coventry 031D,-1.52229,52.4076,45
E01009652,Coventry 017E,-1.54563,52.4257,12
E01009653,Coventry 017F,-1.54006,52.4227,6
E01009654,Coventry 021B,-1.47362,52.4203,3
E01009655,Coventry 016A,-1.47886,52.422,31
E01009656,Coventry 016B,-1.48268,52.4187,34
E01009657,Coventry 018B,-1.46635,52.4173,8
E01009658,Coventry 021C,-1.47353,52.4155,3
E01009659,Coventry 016C,-1.48511,52.4147,24
E01009660,Coventry 021D,-1.47807,52.4135,28
E01009661,Coventry 028D,-1.48641,52.4089,40
E01009662,Coventry 016D,-1.48249,52.4274,48
E01009663,Coventry 013B,-1.46939,52.4272,10
E01009664,Coventry 016E,-1.47736,52.4271,10
E01009665,Coventry 042A,-1.54353,52.3841,1
E01009666,Coventry 041A,-1.52877,52.3859,6
E01009667,Coventry 041B,-1.5203,52.384,3
E01009668,Coventry 041C,-1.52943,52.3806,11
E01009669,Coventry 042B,-1.53381,52.3843,2
E01009670,Coventry 041D,-1.52007,52.3785,2
E01009671,Coventry 042C,-1.55095,52.372,5
E01009672,Coventry 040E,-1.51279,52.3747,5
E01009674,Coventry 029A,-1.58252,52.4001,30
E01009676,Coventry 032A,-1.56846,52.4005,5
E01009679,Coventry 036C,-1.56055,52.3938,45
E01009681,Coventry 032B,-1.56264,52.4066,15
E01009682,Coventry 032C,-1.56748,52.4048,5
E01009683,Coventry 032D,-1.56082,52.3994,15
E01009684,Coventry 026B,-1.5566,52.4096,9
E01009685,Coventry 026C,-1.54997,52.4091,1
E01009686,Coventry 026D,-1.55169,52.4036,38
E01009687,Coventry 026E,-1.54435,52.407,
E01009688,Coventry 030A,-1.53785,52.4061,15
E01009689,Coventry 030B,-1.52511,52.4052,35
E01009690,Coventry 030C,-1.5362,52.403,6
E01009691,Coventry 030D,-1.52923,52.4036,7
E01009692,Coventry 022B,-1.56371,52.4191,4
E01009693,Coventry 022C,-1.56076,52.4143,16
E01009694,Coventry 022D,-1.55434,52.4161,7
E01009695,Coventry 023A,-1.56525,52.4105,6
E01009696,Coventry 023B,-1.5734,52.4146,6
E01009697,Coventry 025A,-1.59654,52.4117,11
E01009698,Coventry 025B,-1.58542,52.4138,3
E01009699,Coventry 029B,-1.57542,52.4109,7
E01009700,Coventry 029C,-1.58623,52.4089,16
E01009701,Coventry 029D,-1.58734,52.4046,20
E01009702,Coventry 029E,-1.57684,52.4049,29
E01009703,Coventry 025C,-1.59965,52.4075,36
E01009704,Coventry 023C,-1.57257,52.4206,7
E01009705,Coventry 023D,-1.58122,52.4166,1
E01009706,Coventry 025D,-1.59707,52.4191,5
E01009707,Coventry 033E,-1.44152,52.4066,4
E01009708,Coventry 033F,-1.45391,52.4061,9
E01009709,Coventry 007F,-1.45764,52.4275,28
E01009710,Coventry 013C,-1.45058,52.4249,9
E01009711,Coventry 013D,-1.46546,52.4225,16
E01009712,Coventry 018C,-1.45532,52.4198,25
E01009713,Coventry 019B,-1.45179,52.4175,22
E01009714,Coventry 018D,-1.46194,52.4194,5
E01009715,Coventry 019C,-1.44091,52.4174,12
E01009716,Coventry 018E,-1.45914,52.4118,12
E01009717,Coventry 019D,-1.44295,52.4119,20
E01009718,Coventry 019E,-1.45166,52.4088,34
E01009719,Dudley 027A,-2.11881,52.4665,15
E01009720,Dudley 028A,-2.13599,52.4635,1
E01009721,Dudley 031A,-2.15065,52.4646,33
E01009722,Dudley 027B,-2.12612,52.4622,9
E01009723,Dudley 028B,-2.13154,52.4683,5
E01009724,Dudley 028C,-2.12993,52.4648,5
E01009725,Dudley 031B,-2.14192,52.4637,6
E01009726,Dudley 031C,-2.13763,52.4598,8
E01009727,Dudley 027C,-2.12584,52.4722,10
E01009728,Dudley 027D,-2.12166,52.4719,4
E01009729,Dudley 027E,-2.11443,52.4705,6
E01009730,Dudley 028D,-2.13885,52.471,3
E01009731,Dudley 023A,-2.15047,52.4704,9
E01009732,Dudley 039A,-2.06353,52.446,10
E01009733,Dudley 039B,-2.05421,52.448,44
E01009734,Dudley 034A,-2.04973,52.4552,33
E01009735,Dudley 034B,-2.05134,52.4627,8
E01009736,Dudley 034C,-2.06065,52.4579,8
E01009737,Dudley 034D,-2.06777,52.4571,11
E01009738,Dudley 034E,-2.06872,52.4515,16
E01009739,Dudley 039C,-2.0621,52.4509,5
E01009740,Dudley 023B,-2.13752,52.4762,13
E01009741,Dudley 022A,-2.11466,52.4793,54
E01009742,Dudley 023C,-2.1503,52.477,53
E01009743,Dudley 023D,-2.13732,52.4806,14
E01009744,Dudley 022B,-2.12643,52.48,43
E01009745,Dudley 023E,-2.15015,52.4737,23
E01009746,Dudley 022C,-2.11577,52.4882,36
E01009747,Dudley 022D,-2.13413,52.4851,27
E01009748,Dudley 013A,-2.12138,52.4991,11
E01009749,Dudley 016A,-2.1393,52.5062,12
E01009750,Dudley 016B,-2.1395,52.4985,13
E01009751,Dudley 017A,-2.13132,52.5016,8
E01009752,Dudley 017B,-2.12848,52.4931,22
E01009753,Dudley 017C,-2.13686,52.4916,24
E01009754,Dudley 017D,-2.12368,52.4947,18
E01009756,Dudley 006B,-2.09042,52.52,8
E01009757,Dudley 006C,-2.07836,52.5185,95
E01009758,Dudley 005A,-2.1019,52.5281,19
E01009759,Dudley 006D,-2.0824,52.5276,14
E01009760,Dudley 005B,-2.10787,52.5263,3
E01009762,Dudley 006F,-2.10266,52.5227,19
E01009763,Dudley 001A,-2.07645,52.5485,18
E01009764,Dudley 001B,-2.08428,52.5462,13
E01009765,Dudley 004A,-2.095,52.545,7
E01009766,Dudley 004B,-2.10076,52.5436,16
E01009767,Dudley 001C,-2.07696,52.5427,12
E01009768,Dudley 004C,-2.09055,52.54,51
E01009769,Dudley 001D,-2.07998,52.5357,17
E01009770,Dudley 001E,-2.07801,52.5538,10
E01009771,Dudley 004D,-2.10022,52.5377,4
E01009772,Dudley 005C,-2.11486,52.5351,7
E01009773,Dudley 002A,-2.11821,52.5443,35
E01009774,Dudley 005D,-2.10686,52.5339,12
E01009775,Dudley 004E,-2.09123,52.5343,18
E01009776,Dudley 004F,-2.09285,52.5319,30
E01009777,Dudley 002B,-2.118,52.5491,4
E01009778,Dudley 002C,-2.11216,52.5424,30
E01009779,Dudley 008A,-2.13165,52.5175,16
E01009780,Dudley 009A,-2.11254,52.5209,7
E01009781,Dudley 007A,-2.1213,52.5216,19
E01009782,Dudley 008B,-2.13231,52.5256,16
E01009783,Dudley 008C,-2.13228,52.5207,18
E01009784,Dudley 009B,-2.11024,52.5149,9
E01009785,Dudley 008D,-2.13868,52.514,13
E01009786,Dudley 007B,-2.12336,52.515,26
E01009787,Dudley 009C,-2.12126,52.5116,11
E01009788,Dudley 005E,-2.11715,52.5307,15
E01009789,Dudley 007C,-2.12478,52.5284,11
E01009790,Dudley 007D,-2.11354,52.5246,33
E01009791,Dudley 026A,-2.02341,52.4698,7
E01009792,Dudley 026B,-2.04147,52.4706,11
E01009793,Dudley 030A,-2.02991,52.463,
E01009794,Dudley 030B,-2.01858,52.4729,9
E01009795,Dudley 026C,-2.03542,52.4709,28
E01009796,Dudley 026D,-2.03709,52.4594,10
E01009797,Dudley 030C,-2.01774,52.4655,10
E01009798,Dudley 026E,-2.02873,52.474,14
E01009799,Dudley 039D,-2.05681,52.4431,2
E01009800,Dudley 036A,-2.01736,52.4603,9
E01009801,Dudley 030D,-2.02833,52.4583,6
E01009802,Dudley 036B,-2.01635,52.4517,18
E01009803,Dudley 036C,-2.02431,52.4513,4
E01009804,Dudley 036D,-2.03259,52.4372,7
E01009805,Dudley 039E,-2.04409,52.4494,33
E01009806,Dudley 039F,-2.04833,52.445,13
E01009807,Dudley 043A,-2.07475,52.4485,16
E01009808,Dudley 043B,-2.08507,52.4454,9
E01009809,Dudley 033A,-2.08582,52.4524,21
E01009810,Dudley 043C,-2.06832,52.4363,4
E01009811,Dudley 043D,-2.07384,52.4398,7
E01009812,Dudley 043E,-2.0827,52.4364,3
E01009813,Dudley 033B,-2.09434,52.4532,26
E01009814,Dudley 014A,-2.17627,52.5108,8
E01009815,Dudley 014B,-2.18316,52.4985,3
E01009816,Dudley 012A,-2.15301,52.5042,11
E01009817,Dudley 012B,-2.17496,52.5071,
E01009818,Dudley 014C,-2.18375,52.505,5
E01009819,Dudley 012C,-2.15823,52.509,12
E01009820,Dudley 012D,-2.16752,52.5003,12
E01009821,Dudley 014D,-2.17747,52.5016,6
E01009822,Dudley 014E,-2.17209,52.4966,16
E01009823,Dudley 016C,-2.14914,52.4972,6
E01009824,Dudley 016D,-2.15847,52.4972,10
E01009825,Dudley 019A,-2.16336,52.4933,10
E01009826,Dudley 019B,-2.174,52.4883,2
E01009827,Dudley 019C,-2.17835,52.4915,1
E01009828,Dudley 019D,-2.14911,52.4916,9
E01009829,Dudley 019E,-2.16782,52.4851,11
E01009830,Dudley 019F,-2.16391,52.4903,5
E01009831,Dudley 037A,-2.11334,52.4474,23
E01009832,Dudley 042A,-2.11491,52.4408,15
E01009833,Dudley 032A,-2.10784,52.4585,27
E01009834,Dudley 031D,-2.12746,52.4559,17
E01009835,Dudley 032B,-2.10447,52.4539,7
E01009836,Dudley 037B,-2.12271,52.4585,44
E01009837,Dudley 037C,-2.11648,52.4541,19
E01009838,Dudley 037D,-2.10338,52.4474,31
E01009839,Dudley 013B,-2.10825,52.501,29
E01009840,Dudley 018A,-2.09047,52.4965,14
E01009841,Dudley 017E,-2.10734,52.4947,18
E01009842,Dudley 018B,-2.08187,52.4931,21
E01009843,Dudley 018C,-2.07637,52.4898,17
E01009844,Dudley 011A,-2.10022,52.5001,24
E01009845,Dudley 041A,-2.14924,52.4337,1
E01009846,Dudley 041B,-2.16236,52.4336,
E01009847,Dudley 038A,-2.17171,52.4558,2
E01009848,Dudley 038B,-2.16582,52.4531,11
E01009849,Dudley 038C,-2.16903,52.4481,19
E01009850,Dudley 041C,-2.14768,52.4482,15
E01009851,Dudley 038D,-2.1597,52.4481,1
E01009852,Dudley 041D,-2.15681,52.4417,5
E01009853,Dudley 042B,-2.12152,52.4435,2
E01009854,Dudley 040A,-2.1287,52.4417,
E01009855,Dudley 042C,-2.13513,52.4334,5
E01009856,Dudley 035A,-2.13708,52.454,74
E01009857,Dudley 040B,-2.13211,52.4502,23
E01009858,Dudley 040C,-2.14338,52.4504,16
E01009859,Dudley 040D,-2.13136,52.4455,9
E01009860,Dudley 042D,-2.12254,52.4501,23
E01009861,Dudley 033C,-2.08126,52.4597,20
E01009862,Dudley 033D,-2.09192,52.4566,16
E01009863,Dudley 033E,-2.07484,52.4594,14
E01009864,Dudley 025A,-2.10218,52.4775,14
E01009865,Dudley 025B,-2.09847,52.4738,33
E01009866,Dudley 025C,-2.10491,52.472,36
E01009867,Dudley 025D,-2.10944,52.4665,14
E01009868,Dudley 033F,-2.08375,52.463,14
E01009869,Dudley 032C,-2.09988,52.4666,3
E01009870,Dudley 032D,-2.09264,52.4636,4
E01009871,Dudley 018D,-2.07053,52.4881,25
E01009872,Dudley 020A,-2.08485,52.4882,12
E01009873,Dudley 020B,-2.09307,52.4906,32
E01009874,Dudley 020C,-2.0993,52.4858,13
E01009875,Dudley 018E,-2.07407,52.4826,11
E01009876,Dudley 020D,-2.07893,52.4797,18
E01009877,Dudley 020E,-2.08735,52.4812,23
E01009878,Dudley 025E,-2.08845,52.477,10
E01009879,Dudley 011B,-2.0902,52.5149,32
E01009880,Dudley 009D,-2.10137,52.519,6
E01009881,Dudley 011C,-2.09226,52.5111,73
E01009882,Dudley 009E,-2.10439,52.5129,4
E01009883,Dudley 013C,-2.11315,52.5097,6
E01009884,Dudley 013D,-2.11512,52.503,30
E01009885,Dudley 011D,-2.09836,52.5062,25
E01009886,Dudley 013E,-2.10878,52.5067,35
E01009887,Dudley 015A,-2.07957,52.5005,15
E01009888,Dudley 015B,-2.0693,52.5016,9
E01009889,Dudley 015C,-2.08252,52.5056,71
E01009890,Dudley 015D,-2.07355,52.4962,32
E01009891,Dudley 010A,-2.06232,52.5107,9
E01009892,Dudley 010B,-2.07579,52.5112,85
E01009893,Dudley 010C,-2.06771,52.5102,30
E01009894,Dudley 010D,-2.06436,52.5046,7
E01009895,Dudley 002D,-2.12718,52.5462,15
E01009896,Dudley 003A,-2.13147,52.5423,5
E01009897,Dudley 003B,-2.13391,52.5349,
E01009898,Dudley 003C,-2.12615,52.5341,10
E01009899,Dudley 008E,-2.14862,52.5255,4
E01009900,Dudley 008F,-2.13958,52.5246,4
E01009901,Dudley 003D,-2.12827,52.5522,3
E01009902,Dudley 003E,-2.13383,52.5473,6
E01009903,Dudley 029A,-2.17008,52.4605,5
E01009904,Dudley 029B,-2.16563,52.4632,7
E01009905,Dudley 035B,-2.16269,52.4587,8
E01009906,Dudley 035C,-2.15527,52.4578,30
E01009907,Dudley 035D,-2.15666,52.4555,17
E01009908,Dudley 035E,-2.15329,52.4529,2
E01009909,Dudley 029C,-2.15934,52.4666,8
E01009910,Dudley 029D,-2.1662,52.4667,12
E01009911,Dudley 021A,-2.15017,52.4833,6
E01009912,Dudley 021B,-2.15784,52.4861,17
E01009913,Dudley 021C,-2.14412,52.4863,47
E01009914,Dudley 021D,-2.17301,52.4826,3
E01009915,Dudley 021E,-2.15492,52.4803,17
E01009916,Dudley 021F,-2.16587,52.4803,12
E01009917,Dudley 024A,-2.17197,52.4771,1
E01009918,Dudley 024B,-2.16492,52.4745,8
E01009919,Dudley 024C,-2.17129,52.4754,4
E01009920,Dudley 024D,-2.15907,52.4725,8
E01009921,Sandwell 034A,-1.96932,52.4791,14
E01009922,Sandwell 034B,-1.98117,52.4786,12
E01009923,Sandwell 036A,-1.98812,52.4764,12
E01009924,Sandwell 034C,-1.97501,52.4745,15
E01009925,Sandwell 034D,-1.98063,52.471,4
E01009926,Sandwell 034E,-1.9774,52.4787,6
E01009927,Sandwell 034F,-1.96949,52.4743,70
E01009928,Sandwell 034G,-1.97297,52.4807,29
E01009929,Sandwell 033A,-2.04055,52.4796,18
E01009930,Sandwell 033B,-2.0339,52.4821,10
E01009931,Sandwell 033C,-2.05076,52.4781,9
E01009932,Sandwell 033D,-2.04257,52.4741,41
E01009933,Sandwell 035A,-2.05078,52.4709,10
E01009934,Sandwell 027A,-2.02861,52.4929,34
E01009935,Sandwell 027B,-2.03366,52.491,27
E01009936,Sandwell 027C,-2.03401,52.4866,11
E01009937,Sandwell 032A,-1.99288,52.4799,14
E01009938,Sandwell 031A,-1.98501,52.481,7
E01009939,Sandwell 032B,-2.00102,52.4807,10
E01009940,Sandwell 032C,-1.99811,52.4752,13
E01009941,Sandwell 032D,-1.99827,52.4879,12
E01009942,Sandwell 032E,-1.99718,52.4837,8
E01009943,Sandwell 031B,-1.9866,52.4869,14
E01009944,Sandwell 031C,-1.98881,52.4855,22
E01009946,Sandwell 039A,-1.98397,52.535,6
E01009947,Sandwell 017A,-1.98031,52.5294,103
E01009948,Sandwell 039B,-1.97855,52.5487,3
E01009949,Sandwell 039C,-1.96018,52.5457,6
E01009950,Sandwell 039D,-1.98093,52.5436,19
E01009951,Sandwell 039E,-1.97343,52.5469,27
E01009952,Sandwell 035B,-2.06762,52.4718,20
E01009953,Sandwell 038A,-2.08846,52.4704,40
E01009954,Sandwell 038B,-2.07566,52.4653,20
E01009955,Sandwell 035C,-2.07856,52.4739,42
E01009956,Sandwell 035D,-2.06172,52.4744,26
E01009957,Sandwell 038C,-2.07438,52.471,18
E01009958,Sandwell 038D,-2.06337,52.4665,3
E01009959,Sandwell 035E,-2.05459,52.4671,4
E01009960,Sandwell 003A,-1.99785,52.5573,17
E01009961,Sandwell 003B,-2.0003,52.5608,12
E01009962,Sandwell 004A,-1.9938,52.5541,12
E01009963,Sandwell 004B,-1.99684,52.5497,24
E01009964,Sandwell 004C,-1.98094,52.5519,14
E01009965,Sandwell 004D,-1.9894,52.5506,5
E01009966,Sandwell 003C,-2.0049,52.5504,45
E01009967,Sandwell 003D,-1.98741,52.558,13
E01009968,Sandwell 006A,-1.94805,52.5506,13
E01009969,Sandwell 002A,-1.96297,52.5535,8
E01009970,Sandwell 002B,-1.96612,52.5601,8
E01009971,Sandwell 002C,-1.95755,52.56,24
E01009972,Sandwell 006B,-1.93962,52.5561,8
E01009973,Sandwell 002D,-1.967,52.5551,14
E01009974,Sandwell 006C,-1.93544,52.5495,9
E01009975,Sandwell 006D,-1.9282,52.5498,3
E01009976,Sandwell 016A,-2.04604,52.5297,13
E01009977,Sandwell 016B,-2.03685,52.5345,48
E01009978,Sandwell 014A,-2.05382,52.5365,10
E01009979,Sandwell 016C,-2.0308,52.5258,25
E01009980,Sandwell 016D,-2.0421,52.525,31
E01009981,Sandwell 018A,-2.0244,52.5243,22
E01009982,Sandwell 009A,-2.03803,52.5409,24
E01009983,Sandwell 009B,-2.04671,52.5357,27
E01009985,Sandwell 018C,-2.01109,52.517,7
E01009986,Sandwell 019A,-2.00478,52.516,8
E01009987,Sandwell 019B,-2.00677,52.5203,28
E01009988,Sandwell 020A,-1.99704,52.5139,53
E01009989,Sandwell 019C,-2.00705,52.5108,14
E01009991,Sandwell 010A,-1.99669,52.5336,16
E01009992,Sandwell 017B,-1.99605,52.5267,22
E01009993,Sandwell 017C,-1.99284,52.5292,23
E01009994,Sandwell 010B,-1.98818,52.5474,24
E01009995,Sandwell 010C,-1.99796,52.5444,8
